vid_l,vid_r
0.9236943907938839,0.8697953704138733
0.9819174743612754,0.9846515142060989
0.9906524468075565,0.9801840273058715
0.9917667314423464,0.9879404639621516
0.9900443649820266,0.9923801630193961
0.9738505378865789,0.990527205067167
0.7813100667782551,0.786727441434848
0.7618460204941147,0.7660532090312988
0.739124148608667,0.772690529974631
0.7081924399708597,0.7733400820896495
0.7106755699810949,0.7720781006247204
0.7101714377128352,0.7485510649934511
0.7193128917104122,0.7468347786176991
0.771963465614549,0.7847938977668854
0.7648918018063657,0.7938370586666545
0.7366430990922047,0.7721668307285322
0.8254920660873769,0.8686631915387922
0.8166391424167203,0.8534282927176045
0.8089706268673437,0.8321323140580105
0.7993502191871914,0.8096270015872742
0.7378871256743481,0.7492541346948324
0.7008594401155883,0.7090725147689269
0.6844658519116723,0.7013134551493779
0.6688000211445597,0.6855155069300224
0.6607747615045888,0.6735770144866092
0.6541167095187631,0.6638621965768244
0.6449528328810277,0.6537927537522681
0.6282818813741707,0.6452860634511484
0.8557477611802676,0.8526976064462727
0.9164592810801655,0.9450517877658402
0.8171318160727379,0.9148100678479824
0.818020026123579,0.8897275703054256
0.8878116699324687,0.9381944063243413
0.923330071951266,0.9709915123224728
0.979444662555988,0.9871831742343131
0.9854713533009148,0.9840261934588119
0.9782961156393737,0.9899141140023958
0.8513520358074832,0.8950730215684571
0.9668089460067553,0.98783324644611
0.9839578744422685,0.9902248997939938
0.9907698136607591,0.9943247410137945
0.9881034300601389,0.9939952187274133
0.9824283916263898,0.990677923280222
0.983677175349853,0.9929098499593749
0.984168109220408,0.9922060349795154
0.9811544776053241,0.9924248815654374
0.987557633969125,0.9898281968748687
0.9836517614286802,0.9925615714949996
0.9851268864142397,0.9950823802495942
0.993708618496682,0.9950816034570547
0.9831280366050601,0.9928291856980757
0.983488291365434,0.9937788645507306
0.9827472862934186,0.9934963520600205
0.9804872431706602,0.9931071759697041
0.9822894706743279,0.9915913690968872
0.9922286748504794,0.9955034554376694
0.9913516113606529,0.9925778574538099
0.9920343875923585,0.9921658955951592
0.9819643330825978,0.9732367398197417
0.8913570070709138,0.762877426559133
0.9522148542792106,0.9331858021366629
0.9865497252249242,0.9854632335590158
0.9870923659689367,0.9725630916818274
0.9923007193373936,0.9926326682779851
0.9930493731667082,0.992867193642761
0.9936486170621849,0.9910004043523021
0.9900387534497754,0.9928997650484086
0.9893202286957856,0.9939595850020838
0.9913078724038887,0.986809988274411
0.991490349111238,0.991167302202815
0.9871955369795619,0.9916388984762902
0.9888775769900072,0.9938661818739781
0.9918588957516473,0.9929796825460709
0.9938939731089895,0.9926972758077236
0.9926703558564687,0.9920176128903224
0.9942033993822011,0.990306449973503
0.9938199233836522,0.9914172953035738
0.9933960032029745,0.9898068031939099
0.9924370156930844,0.9918922332050558
0.994723271236874,0.9943528024810521
0.9948700920487021,0.9946074322585754
0.9942958330455546,0.994169278846839
0.994053782995212,0.9956096223460073
0.91253829302519,0.8407137048364127
0.9345869017491109,0.8995804585936483
0.9747079677656723,0.9718986697349534
0.9689179045708975,0.955246191341263
0.9924776077440189,0.9854425174690833
0.9939005157934372,0.9932002022537711
0.9919394741863334,0.9853037188224052
0.989292217995332,0.9929681136226027
0.9893831985938946,0.9943928883926532
0.993784401578222,0.993978285564119
0.9901751354115149,0.9932526505245893
0.9886317841617891,0.9927929105376702
0.990696660916489,0.994442913302305
0.9906283699516794,0.9939365189122357
0.9848055589805919,0.9924015164473439
0.9890032075357494,0.9907280542931215
0.9890119507957529,0.9942307867509652
0.9920464567696721,0.9930102716844482
0.973434810219385,0.9703117615773997
0.8839342616236409,0.875062808748472
0.9615771417109843,0.9651332674999533
0.9601038176150267,0.9664339272793702
0.9781040874804218,0.9801449187067027
0.98970094739313,0.9897696000682624
0.9910073280380055,0.9902945191571441
0.99101337835656,0.9930211330201725
0.9896926257677661,0.9916013000723097
0.9876951565253894,0.9918999650737809
0.9880336844775053,0.9923823269827532
0.9890833439706336,0.9930846088988721
0.9893791229052579,0.9922907504182429
0.9897002425808822,0.9932496290109587
0.9893886724468559,0.9921060267210362
0.8619908874847697,0.8391390618940342
0.9748984462961405,0.9528918972002889
0.9838697879903888,0.987017513136218
0.9883315072445695,0.9891540719676382
0.9892167900249629,0.9906545732298176
0.9911633366171371,0.9900512533929725
0.9911266622488817,0.9891856241636054
0.9918886335477313,0.9923749645801896
0.9912652971622411,0.9932807809189768
0.9911893491367995,0.9919029669829581
0.9882711328058045,0.9918644353166606
0.9879268686599625,0.9934827719430069
0.9878865444199724,0.9932377665863636
0.9864009463309859,0.9929253171387731
0.9872199501932961,0.9913805424459974
0.983704097684451,0.9819608065356584
0.9767069462340924,0.8951822115997066
0.9349299559645082,0.8743977585868082
0.9458016448707992,0.9790808586113726
0.9776838069921412,0.9867348427810595
0.9859410064193069,0.9850277439535773
0.9892038666642695,0.9909855322437708
0.9895850869420819,0.9896379384512328
0.9911260130614263,0.9928116081553716
0.9847351844193609,0.991123330195126
0.9878317592059113,0.9901002168825457
0.9881632172135908,0.9900939169044449
0.9894309442424697,0.9909236870985582
0.988376517124031,0.98924295002811
0.9790169947724541,0.9904665649737467
0.9883964086526683,0.9919575355039234
0.8481610297818922,0.9030949929526777
0.9357513404615441,0.8367368516210004
0.9170319199907176,0.9656184635834596
0.9813156705971273,0.9722722719155233
0.9446058946402707,0.9422793357883515
0.9277232061237446,0.9441764310596208
0.881045482926082,0.9086794527877962
0.8692343987382705,0.9029749047370702
0.8661718712186097,0.8913879651429818
0.8856625494346321,0.9061376629281876
0.9512463990838911,0.9340411930740956
0.9412047602616489,0.9826319997144122
0.9135023572357222,0.9631732117975956
0.9323631850501444,0.9628190463020104
0.9719588358367339,0.984446220623967
0.9939264022086091,0.9907019452301252
0.9948488489985222,0.9912239326148221
0.9831375784768375,0.9921048487864531
0.974917784754302,0.9910659763395424
0.9736862023751081,0.9885828914822136
0.9776375472143867,0.9882487954360611
0.9692450525205999,0.9878903006541422
0.9656057809096737,0.979741517321572
0.9695193655281834,0.9853069256326247
0.9718437469136536,0.9868893921313263
0.9628669384152986,0.9787410322855356
0.9514335819209762,0.8797337026361266
0.934733143554414,0.819520287374111
0.9576762436051411,0.9633385145713252
0.9673218905094261,0.9669205542193638
0.9781844591386895,0.975679470219655
0.9894370317339487,0.9721110643544214
0.9855782476764946,0.990360837184348
0.9789611439078272,0.9911832256218176
0.9853808884031712,0.9826053189959842
0.9862490808094796,0.9907856175465741
0.9797778884832475,0.9920165990349366
0.9869638946537237,0.9928230672588247
0.984595768546438,0.992957528924101
0.9916835407048442,0.9921942750507747
0.9922118192354783,0.9944191570142389
0.9925551886154529,0.9928758527655824
0.9928144964946032,0.9926889031975541
0.9790745808932648,0.9791591439263388
0.9910799339463343,0.9945260955089672
0.9924275980926435,0.9956464226672074
0.992086040408921,0.9948974905019234
0.9892671341817686,0.9939755387627055
0.9938471668798414,0.9953704998142646
0.9165941138938277,0.8646443739806426
0.9877157634494632,0.9820356299840053
0.98586706574991,0.9850880633001516
0.987945043445282,0.9861796400378967
0.9910339522032633,0.993757873806977
0.9839458226498291,0.990929179929963
0.9773797494731483,0.9893793760160999
0.9820044066888676,0.8107313316974087
0.9070004367996034,0.9810011366890737
0.9775467504136643,0.9890685211385064
0.9876751123449106,0.9880785570065028
0.9890323805206358,0.9886066544457208
0.9926579938312159,0.9934618208652047
0.9612244404893874,0.9917148077980075
0.9842656619766352,0.9918534078895538
0.988464139914146,0.9938352786612554
0.9797780145714666,0.9934225170349942
0.9937999423004287,0.9933922698208487
0.9802880148951421,0.9939494437795005
0.9914079570760052,0.9947442239328924
0.9844104040653872,0.9877697447442374
0.8960340862930075,0.8309594621245152
0.944984403329625,0.8855367619275902
0.9873684527134117,0.9800589437856178
0.9738603488128388,0.9788879409124289
0.9895414125692534,0.9877096582854081
0.9944374395378475,0.9796829808671572
0.9959195136197051,0.9910949405394085
0.9960017336026675,0.9935168764917374
0.9943743651935734,0.9930918943525691
0.9940007038006468,0.9928013301060846
0.9949484721331627,0.9944806013134508
0.9949148836485052,0.991451270930964
0.9945337011726468,0.9917968376079177
0.9934774912458203,0.9923012878716267
0.9945699637012214,0.995059338651749
0.9936289812203846,0.993406536698344
0.9908787648028299,0.9940349223089886
0.9923931584928201,0.9915943768270121
0.9927756844912108,0.9947713307265542
0.9951353679375569,0.9953467172016418
0.9943849333031564,0.9926337792299379
0.9937612909863321,0.9914013497730507
0.9955051747289929,0.9952113262727602
0.995414421768195,0.9953802922878211
0.9950127817498988,0.9928002673837388
0.9944487636276778,0.9913481161761639
0.9953214169384119,0.9915139369750611
0.994036331252146,0.9958417017498387
0.994754290787845,0.9945924088657252
0.9946609610134047,0.9954655484190069
0.9953203433790395,0.9957974280556201
0.9922459045051264,0.9883698526481248
0.9113442687534952,0.8464165690151935
0.9367423026988388,0.9302115370219712
0.9713173998834724,0.9583375866506342
0.9399552127069943,0.9503602702347365
0.9346907745880726,0.9484315790990993
0.9645738227033158,0.9680254516646601
0.9745100510650712,0.9727020759748526
0.9864191392329563,0.9642970057950637
0.9934532773797373,0.9912276107099353
0.9904946967320227,0.9927564510189071
0.9897110827371952,0.988735066516091
0.9861468082273624,0.9932046053032555
0.9883283981309754,0.9922882604276543
0.9913752238018358,0.9898907235738693
0.9921269354708819,0.9894803395231149
0.9913673493673346,0.9899081506709618
0.9863206441226534,0.992148368601477
0.9922207146389013,0.9928197885328068
0.9910305520677708,0.9941122099390607
0.985536818249293,0.9946705208334607
0.9856785820896291,0.993280367012357
0.9829772614542234,0.9896909895227796
0.877031807143682,0.8535356030718855
0.9153264400363045,0.8191256534222189
0.9857852680514626,0.9759051671965661
0.9745066822858819,0.9610250519781609
0.9876314397156514,0.9842427997010725
0.9900152950214463,0.9920450502249694
0.9912762864566569,0.9933192974325619
0.9848949707779533,0.9932875659242162
0.9841956076911994,0.991579979518892
0.8732192138408644,0.916099354772625
0.9823930033180053,0.9869091749329681
0.9873319414458055,0.9890798741172637
0.9909349895750763,0.9906945461205943
0.992612011387695,0.992381181015388
0.9936993159170567,0.9931009425755168
0.9939283555229476,0.988841414222241
0.9941315817460851,0.9914152360195765
0.9905908822720288,0.9928531353231399
0.9923825054987978,0.995132413409801
0.9914954949232816,0.9942909332537374
0.9925594589602634,0.9942098515518117
0.9836026985443229,0.989484893517735
0.9879035178032185,0.993006276371505
0.9924838489278583,0.9934338207545637
0.9922077412623791,0.9935802747791236
0.9923444803358353,0.9945433971291587
0.9949362031313002,0.9950715091146951
0.9525072719028057,0.9613167322328049
0.9221047993390841,0.8147104565804757
0.9658965309751958,0.9490493324448139
0.9504290342362006,0.9522957785387748
0.9499473453733512,0.9749639486131589
0.981508205259515,0.9835069085665246
0.9882572105067239,0.9901516924564853
0.9798972008405246,0.9885194443064916
0.9778410803563583,0.9890087012906323
0.9766118171897945,0.9895152294206424
0.9845177177089851,0.9909571718412311
0.9851474665225198,0.9919650930322537
0.9888504916641255,0.8957491641088686
0.95086944514518,0.873743893283787
0.9530101772449985,0.9644994525839536
0.9569421740110595,0.9896274866097686
0.9679573068405852,0.991867414365238
0.9735759634503186,0.9851254146274402
0.9773298241498892,0.9889836804378599
0.9739709312035807,0.9783432497830505
0.9719894801262651,0.9829760631569169
0.9640460539259319,0.9802637667633598
0.9831181907275913,0.9750701779676287
0.9809743827410964,0.9834608809081672
0.9866034785953758,0.987391458271867
0.9862316075619527,0.9882983186667165
0.9809579092576933,0.9848411350227487
0.9814143723754065,0.9887616662770996
0.9841585728793685,0.9220984044357595
0.880178762987653,0.9203878726698395
0.8722945478124553,0.985267709501511
0.9856880056263803,0.9872302294610806
0.9758404449234193,0.98288008170401
0.9706181537353521,0.8909762994408228
0.9418601686123942,0.988228476968464
0.9849908446915987,0.9757672077879971
0.9879384622028407,0.9881261348334512
0.9892852410525126,0.9914754876874119
0.9865336734655084,0.988700707637388
0.9897808253464446,0.9885020092390576
0.9918225944131229,0.9886471054226232
0.9913102653256441,0.9828031783928333
0.9912824688014684,0.9879197135145155
0.9931900905156946,0.9935896941126183
0.9912656062989955,0.9931851919034981
0.9923349071676353,0.9922166148523699
0.9909734136745406,0.9919884150067876
0.9702865598371655,0.9935156601289027
0.9802782673862656,0.9932759289159631
0.9882413960120288,0.9927693837293812
0.9896692248794157,0.9926901761766334
0.9916716587953305,0.9939933235814136
0.9900342838140064,0.9930256605718343
0.9668183807016364,0.9553712966992212
0.9363516133542436,0.8809770467200618
0.9643299104838913,0.9429161450789793
0.9839223310869537,0.9772045435298228
0.9870996692413851,0.9902395907975853
0.9873486071814099,0.9907090164252735
0.9829026394737118,0.9868492141363657
0.9919520855020555,0.9883442069866849
0.99069790916327,0.9892691420505639
0.9906358218668739,0.9883935509490509
0.9903194416716891,0.9886218126452927
0.9924422123524478,0.9924196288938074
0.9843517291171121,0.9908808297919267
0.9838363081643322,0.9907750575698434
0.8571478716987811,0.9920583197560151
0.9857140563497498,0.9919667036437011
0.8903060395846532,0.8743867857443791
0.802625977657324,0.9521773839063942
0.9339310126004935,0.9875172790230624
0.9864230995567234,0.9815359080699917
0.8404255956656758,0.9773836466659408
0.9004686519370242,0.9605995169392052
0.7648172744131725,0.9430023363549602
0.8076983156140021,0.9868258793237948
0.9805328869155491,0.9887233969797122
0.9672205718422485,0.9920256935899363
0.9854840697783619,0.9921131581015425
0.9272086230084723,0.9919937160963294
0.8589336307752904,0.9927159831037871
0.9840912881790969,0.9155290613293993
0.8453203988529336,0.9623606485036623
0.9486383289599266,0.9920795472140529
0.9508227910715602,0.9903019299249161
0.9841492001414552,0.9893355588437436
0.9860764199080067,0.9887742107128719
0.9868240501346129,0.9615667123143935
0.9875512896269817,0.9902170838293861
0.9759413447392059,0.9788186608542534
0.9845847543497815,0.9874616304931499
0.9867321362016492,0.9895783650969997
0.9871434444204598,0.9905720556072278
0.9843510252226783,0.9897774197537753
0.9791316653970036,0.9909701401910422
0.9860506820097563,0.9687165060185757
0.967504409276988,0.8737822671430607
0.8707893872096706,0.9635224428656443
0.8858467403633273,0.9698263001951206
0.9734713742408807,0.9746171492354262
0.9685362855392832,0.9770183021470392
0.9785382955773709,0.9849838506614091
0.9880866795710971,0.9897673051193753
0.9872920727609593,0.9898230942155001
0.9899603084675763,0.9897331417406049
0.9909085532155748,0.9891783054559288
0.9927444958931787,0.9912711322634683
0.9930457474637447,0.9919826399904618
0.9909319430539577,0.9912865626234877
0.9917405661506663,0.9885923632937595
0.992694669407938,0.9885481933514307
0.9922764828980797,0.9921234607974047
0.9927300759845117,0.9918198659556015
0.9938135707641029,0.989307050600886
0.9938109252797124,0.9873372882306022
0.9875952953248832,0.9452150036529553
0.7945589930579197,0.9034513699302991
0.9085374406806461,0.9834896547479218
0.9860638328382112,0.9851924800354492
0.9833528460166121,0.9927461356062839
0.9821092060513245,0.9922514339857555
0.9832477621208761,0.9886655763576576
0.9697684235516005,0.9909372749489704
0.9827275817700841,0.9902889313401384
0.9828434438829156,0.9915114153339668
0.9878545893105685,0.9910141932229343
0.9875943304627048,0.9899577525678046
0.9908065996089407,0.9923603854911694
0.9877103084944356,0.9922584424778219
0.9877079015096192,0.9917046908020574
0.9861756458587764,0.9920123019492969
0.9865702688421806,0.9910077097113797
0.9849650538298403,0.9171473099742383
0.930427228813778,0.8286779545169803
0.9058355902660661,0.9660387971660637
0.9679430917643589,0.9851223312405079
0.9831269472805446,0.9863806500498211
0.9857046756995911,0.9678498106154706
0.9857898663149095,0.9758772722428299
0.9862028742241846,0.9872379591907551
0.9898285475800571,0.9892218480521611
0.9893263057014251,0.9886360045915261
0.9908302872297625,0.9891779053249588
0.9913861201914287,0.988216615883044
0.9917242981725736,0.9922244306788747
0.987707554107853,0.9906223550927773
0.9892267946769805,0.9896820495552004
0.9775917815834779,0.9571310210787051
0.9125424418537952,0.9142049772744627
0.9345593008773871,0.9088463006929045
0.8786008131724637,0.9787613220675867
0.9362038948840821,0.9557843668916373
0.9569480651032727,0.9538306661997785
0.9562488652021427,0.9653544539616078
0.9626027343748383,0.9595255819397238
0.9596697649660902,0.9657689451607369
0.9411070576959114,0.9795357402631704
0.9924587316981699,0.9899283981666844
0.9944799653989206,0.9886738758752552
0.9911644453973858,0.9888358174860445
0.9913393179718878,0.9865887879145769
0.9910923012907207,0.9880211568950198
0.9919399303075872,0.9918397726313926
0.9887817839046791,0.9942274586713149
0.9896029431759178,0.9928991712380677
0.9808795386386638,0.9910913466085328
0.9844300361327037,0.9925294651700255
0.9865952036289016,0.9932629714334424
0.982080333391981,0.9900816058755618
0.9868417917487312,0.9935402026790202
0.9918335726958467,0.99371780003352
0.924170041469082,0.9022586929001003
0.8875816966094209,0.8585887104481882
0.964582271017405,0.9719568539668382
0.9786301547515653,0.976590437509388
0.987902982781259,0.9880062790853672
0.9873727020205499,0.9844985160169838
0.9833479410224475,0.9921945652532792
0.9850991363004185,0.9929473040461634
0.9854786621454075,0.9922178150929437
0.9814290819252409,0.9916322450274133
0.9861851796353857,0.9904651200335993
0.9868124919408026,0.9922453341180139
0.9857372642479918,0.992120858231752
0.9849346940937064,0.9907697511208928
0.9890740474144062,0.9905819605315089
0.9332640519224116,0.96825488545589
0.8010045494617642,0.9265934556248191
0.9900426800187618,0.9871061628053462
0.975254797178411,0.9854047224629103
0.9822310243977271,0.9852567879018939
0.9842243386630023,0.9891342267571408
0.9821290919019987,0.9875747487387294
0.9838504207232479,0.9871949207795616
0.98578326736184,0.9857337295751607
0.9881419016656076,0.9899348407466015
0.988110616369315,0.9913465539104996
0.9911067606862234,0.9914185809414506
0.9918077648622691,0.9923698430902721
0.9233211316255869,0.9006285674081378
0.9244083670051612,0.8062180829737189
0.8792479013458533,0.9698957007356763
0.9828266137469277,0.9668010003461404
0.9817966103379633,0.9496617827244204
0.9843520986610443,0.992224240022279
0.9782519963776717,0.9886011338998603
0.9879091144167879,0.9905461151260114
0.9902925449407519,0.9913771385319677
0.987124127917343,0.9893263725134088
0.9877076334552902,0.9871003321217414
0.9908090206529051,0.9906701263220409
0.9820477321088386,0.9903003944897677
0.982707469083316,0.9898597068637435
0.9818036909514037,0.9630671315190471
0.9324718082194791,0.9170242725265976
0.8083206206030923,0.9892664293647472
0.9708934640890597,0.9894168122638741
0.9602668436468479,0.9875791341985617
0.9796794512821939,0.9888019258654497
0.9765523147959964,0.9897479438981723
0.9824142187781302,0.9885277744910885
0.985786033378605,0.9909527805666801
0.9635899750432199,0.970458594781973
0.9838782347092194,0.989056075107412
0.9847586017943252,0.896629616738457
0.8924836936053778,0.986330854350038
0.9892824372565747,0.9849950430991246
0.9851262357880937,0.9883118581081811
0.9882554479165115,0.9900207967142463
0.9868956981605184,0.99047344115783
0.9875346554251458,0.991379566603308
0.9878214541012439,0.9909582278263286
0.9895125988099326,0.9928210142653373
0.9891138780994456,0.9930133254255921
0.9878867176348276,0.9914003997674621
0.9850783010819038,0.8408981973804843
0.888920702246643,0.9501528857826069
0.9620583798468428,0.9800170664345926
0.9844844069865296,0.980116557883841
0.9865522258178302,0.9880610152104666
0.9903904633901734,0.9921104503759853
0.9892703731428072,0.9917526235419848
0.9906195194847495,0.990937207436109
0.9912498849892222,0.9880315715853303
0.9935182845666037,0.9867708516267932
0.9933384685746288,0.9929743281389228
0.9928091121809046,0.9931519146733704
0.9933517588977379,0.9938548138140051
0.99372370120183,0.9951342310855569
0.9925442136016434,0.9945989705555919
0.9934700362875406,0.9930099733514797
0.9946422945592255,0.9863305443057375
0.9741737367399002,0.9872014989092996
0.9659772491598898,0.9818251439262217
0.9864338203854397,0.994442993101044
0.9921572949447852,0.994203549432664
0.9926688048075749,0.9949259042377473
0.9914981490054733,0.9952800266286925
0.990206863092077,0.9941284095042751
0.9878055563474607,0.9921960863497354
0.9880696521165688,0.9944460065730311
0.9911347554439818,0.9946913903895811
0.9907105646849911,0.9941786029618797
0.989311304960132,0.9429210433597967
0.8882507235421734,0.9111478386546423
0.8614023726221318,0.9617008939627582
0.9678805024607647,0.983715983341796
0.931150638700878,0.9901169999292275
0.9814080837212159,0.9912766350372908
0.9839508970223294,0.9918133454331886
0.982837906907569,0.9912292187161487
0.9843415554355396,0.9892578540733867
0.9872585866016604,0.9903194236228475
0.989345040525495,0.9910993399615761
0.988383624487961,0.9898803963957471
0.9810405638185435,0.9902167796318688
0.9902827873543011,0.9907406162236206
0.9884927145778483,0.9923364211286222
0.8567245630981464,0.930747007426858
0.9024971594502901,0.9139987789665499
0.9898605280101052,0.981352665063624
0.9778263163531712,0.9786904731709155
0.985120691047441,0.9794113995656557
0.9851869812043575,0.9901210334291763
0.9868856361189832,0.9900284411984875
0.9835720594911034,0.992397091125875
0.9839149590963772,0.9910427482246287
0.9855482032496166,0.9907647780331805
0.986903649042697,0.9913294334982566
0.9845117293322558,0.9904086184233121
0.9719982011352948,0.9744688803769381
0.8742327195253851,0.8104651144705929
0.8566854397765029,0.9445076672545017
0.9413645763142194,0.9729410674106325
0.9671391055983803,0.9878048610790023
0.9758817927775391,0.9777126261226047
0.9829061711527964,0.9890856724075161
0.9864791104044222,0.9892424985502827
0.9885699681332535,0.9897376936026542
0.9880357976558736,0.9898167134924784
0.9917851298173833,0.9895304908103598
0.9918106574700096,0.9893687452027282
0.9909038208591072,0.9910701477355729
0.9906481353641793,0.9889928239354123
0.9928018070717401,0.9902322740923994
0.9904457557728193,0.9916829714768214
0.9923268581776785,0.9912697307669907
0.9883508627461516,0.9873357079355679
0.9895603176713028,0.991944040113081
0.9864578858882959,0.9918582356005284
0.9350767027164971,0.9314409850708664
0.93092563355767,0.9045176857108209
0.9191429952994223,0.9513645940401494
0.9649219998185834,0.9778381442880849
0.9459198465283233,0.9906782544415348
0.9647544108575855,0.9916399337258814
0.9686757501251729,0.992247194335074
0.9807147177410614,0.9849097700942474
0.9891884498921598,0.9855496468380593
0.9821132812910384,0.9776287656380082
0.9859353378505864,0.9885374201330027
0.9857502553890563,0.9902124748890643
0.9176562358325536,0.9644135139448211
0.9854515202063309,0.985489407594449
0.986607589141782,0.9872744581902272
0.986291615394103,0.9886529243843057
0.9859910911052923,0.9873240183854082
0.9875031216989237,0.9892339403275693
0.986042203912926,0.9844080042968992
0.9300288251503165,0.8949886728344534
0.9541398642519227,0.9899929248043609
0.9550605150931476,0.9728950669788384
0.9603158876057072,0.9820506533144989
0.9869884197219428,0.9766726424669944
0.9315047904263333,0.9261375469258648
0.9799745293461728,0.9896465675080771
0.9878061895224926,0.9879810003472653
0.9866385769310084,0.9767934099262441
0.9842366403787086,0.9810270052595045
0.9895910810043658,0.9639295891616524
0.9904374244921614,0.9916479481357126
0.9919388900320427,0.9785253822011704
0.967781032534238,0.8549842137039549
0.8881656786562865,0.9489483872539171
0.9565309375617709,0.990503755087173
0.9875311346726555,0.9797166669570696
0.989759232015729,0.9826265313382163
0.9777095345794587,0.9931580137358131
0.9680405951755324,0.9834254696462028
0.9886428967339561,0.9832662545396632
0.9840442197062202,0.9842456299164407
0.9879511327920314,0.9806855322905724
0.9878612266968357,0.987134206133886
0.9879633172322049,0.9895788656960861
0.9918552045808658,0.9893452212443749
0.9927015703318054,0.9923909116896721
0.9954262693967241,0.9941560761099755
0.9950854804961888,0.9885285975939075
0.9945506434878566,0.9939223736476461
0.9931345052141186,0.994269009462127
0.9939140216770915,0.9951827347997416
0.9941199180172593,0.9952758027723614
0.994072406818345,0.9946550578810869
0.9864881092566569,0.9922580367614172
0.9957348445144977,0.9944086051614502
0.9916950381715706,0.9944412696166146
0.990450619078964,0.9936281193721088
0.9829248148740541,0.991785565106715
0.9839099787003832,0.9922793968363874
0.986354521156123,0.9941450793060568
0.9719583040122308,0.9378592045517619
0.9018870200506626,0.8919004006723069
0.8909906041604048,0.965598421379875
0.8955905562002727,0.9669483560023285
0.9741482076458297,0.9852571401477271
0.9827141000058595,0.9885482813881813
0.9830784386398133,0.9906832025413767
0.9917968957639479,0.9897493213374715
0.9916558018861976,0.9902004284459122
0.991530568107048,0.9900608898097117
0.9941884348683464,0.9902612054617522
0.9935109479592719,0.9879187452408722
0.9930875043947611,0.9906508580425538
0.9870850589016431,0.9923905197013709
0.9894923237386255,0.994276719679759
0.9891338255935653,0.9935041668250179
0.9918484175609517,0.9927323604509614
0.9875237578163909,0.9916980749390643
0.9634287811890008,0.9635664651185535
0.918440766840227,0.9163640071839365
0.9854476810431213,0.9891398252249358
0.9855757049412625,0.9892969796191654
0.9857790206007044,0.989815199813043
0.9752213749753582,0.9914995936529181
0.9811227908874967,0.9899660211306066
0.9229322453215192,0.9384537585462036
0.9735487919387872,0.9669250259106639
0.9712069525370611,0.9911501164568127
0.9742646579218107,0.9393524909893627
0.922682880550524,0.9925065469249329
0.98580723046676,0.9861178257691214
0.9846196384764548,0.9815764528882325
0.9831541713030004,0.9816064521061978
0.9847400365681941,0.9796628171868665
0.9861500444427291,0.9765051902791725
0.9864642863447202,0.9825531587733964
0.9882849270841124,0.9895788569878721
0.9761086315487266,0.9853108759558115
